"tumor_rad [mm]","Freq [GHz]","dB(St(pin_T1,pin_T1)) []"
1.5,1.475,-0.00169488434456461
1.5,1.5225,-0.00180526389125915
1.5,1.57,-0.00191613513058554
1.5,1.6175,-0.00202736063846363
1.5,1.665,-0.0021388121895506
1.5,1.7125,-0.00225037081742253
1.5,1.76,-0.00236192680818282
1.5,1.8075,-0.00247337964751202
1.5,1.855,-0.00258463792234993
1.5,1.9025,-0.00269561918291563
1.5,1.95,-0.00280624977018078
1.5,1.9975,-0.00291646461374391
1.5,2.045,-0.00302620700462374
1.5,2.0925,-0.0031354283474772
1.5,2.14,-0.00324408789612739
1.5,2.1875,-0.00335215247625371
1.5,2.235,-0.00345959619859153
1.5,2.2825,-0.00356640016576374
1.5,2.33,-0.00367255217555082
1.5,2.3775,-0.00377804642299823
1.5,2.425,-0.00388288320367661
1.5,2.4725,-0.00398706861989263
1.5,2.52,-0.00409061429157238
1.5,2.5675,-0.00419353707322289
1.5,2.615,-0.00429585877814254
1.5,2.6625,-0.00439760591084926
1.5,2.71,-0.00449880940858874
1.5,2.7575,-0.00459950439245484
1.5,2.805,-0.00469972992869613
1.5,2.8525,-0.00479952880044174
1.5,2.9,-0.00489894729013763
1.5,2.9475,-0.00499803497281297
1.5,2.995,-0.00509684452013176
1.5,3.0425,-0.00519543151520439
1.5,3.09,-0.00529385427808767
1.5,3.1375,-0.00539217370169664
1.5,3.185,-0.00549045309798338
1.5,3.2325,-0.00558875805404919
1.5,3.28,-0.00568715629794949
1.5,3.3275,-0.00578571757383577
1.5,3.375,-0.00588451352612019
1.5,3.4225,-0.00598361759228113
1.5,3.47,-0.00608310490400285
1.5,3.5175,-0.00618305219621539
1.5,3.565,-0.0062835377237681
1.5,3.6125,-0.00638464118527886
1.5,3.66,-0.00648644365388362
1.5,3.7075,-0.00658902751450322
1.5,3.755,-0.00669247640729735
1.5,3.8025,-0.00679687517697347
1.5,3.85,-0.0069023098276678
1.5,3.8975,-0.00700886748304006
1.5,3.945,-0.00711663635133963
1.5,3.9925,-0.00722570569515607
1.5,4.04,-0.00733616580555847
1.5,4.0875,-0.0074481079804381
1.5,4.135,-0.0075616245067393
1.5,4.1825,-0.0076768086464046
1.5,4.23,-0.00779375462583988
1.5,4.2775,-0.00791255762864029
1.5,4.325,-0.00803331379145146
1.5,4.3725,-0.00815612020274432
1.5,4.42,-0.00828107490438866
1.5,4.4675,-0.00840827689584618
1.5,4.515,-0.00853782614084505
1.5,4.5625,-0.00866982357642927
1.5,4.61,-0.00880437112419626
1.5,4.6575,-0.00894157170375052
1.5,4.705,-0.00908152924809591
1.5,4.7525,-0.00922434872103311
1.5,4.8,-0.00937013613636486
1.5,4.8475,-0.00951899857890611
1.5,4.895,-0.00967104422720333
1.5,4.9425,-0.00982638237786224
1.5,4.99,-0.00998512347152851
1.5,5.0375,-0.010147379120359
1.5,5.085,-0.0103132621370446
1.5,5.1325,-0.010482886565211
1.5,5.18,-0.0106563677113854
1.5,5.2275,-0.0108338221782161
1.5,5.275,-0.0110153678991969
1.5,5.3225,-0.0112011241746908
1.5,5.37,-0.0113912117093251
1.5,5.4175,-0.0115857526507309
1.5,5.465,-0.0117848706295909
1.5,5.5125,-0.0119886908010886
1.5,5.56,-0.0121973398876146
1.5,5.6075,-0.0124109462228701
1.5,5.655,-0.0126296397972905
1.5,5.7025,-0.0128535523048376
1.5,5.75,-0.0130828171911809
1.5,5.7975,-0.0133175697032438
1.5,5.845,-0.0135579469401734
1.5,5.8925,-0.0138040879057491
1.5,5.94,-0.0140561335622268
1.5,5.9875,-0.0143142268856927
1.5,6.035,-0.0145785129229061
1.5,6.0825,-0.0148491388496998
1.5,6.13,-0.0151262540309424
1.5,6.1775,-0.0154100100821397
1.5,6.225,-0.0157005609326516
1.5,6.2725,-0.0159980628906339
1.5,6.32,-0.0163026747096781
1.5,6.3675,-0.0166145576572629
1.5,6.415,-0.0169338755849847
1.5,6.4625,-0.0172607950007122
1.5,6.51,-0.0175954851425965
1.5,6.5575,-0.017938118055108
1.5,6.605,-0.0182888686670775
1.5,6.6525,-0.0186479148718103
1.5,6.7,-0.019015437609355
1.5,6.7475,-0.0193916209509481
1.5,6.795,-0.0197766521857684
1.5,6.8425,-0.0201707219099439
1.5,6.89,-0.0205740241180323
1.5,6.9375,-0.0209867562968957
1.5,6.985,-0.0214091195221444
1.5,7.0325,-0.0218413185571617
1.5,7.08,-0.0222835619548354
1.5,7.1275,-0.022736062162001
1.5,7.175,-0.0231990356267756
1.5,7.2225,-0.0236727029087642
1.5,7.27,-0.0241572887922965
1.5,7.3175,-0.0246530224027298
1.5,7.365,-0.0251601373259626
1.5,7.4125,-0.0256788717311867
1.5,7.46,-0.026209468497034
1.5,7.5075,-0.0267521753411581
1.5,7.555,-0.02730724495341
1.5,7.6025,-0.0278749351326724
1.5,7.65,-0.0284555089274587
1.5,7.6975,-0.0290492347804115
1.5,7.745,-0.0296563866767863
1.5,7.7925,-0.0302772442970621
1.5,7.84,-0.030912093173774
1.5,7.8875,-0.0315612248527201
1.5,7.935,-0.0322249370586114
1.5,7.9825,-0.0329035338653984
1.5,8.03,-0.0335973258712808
1.5,8.0775,-0.0343066303786375
1.5,8.125,-0.0350317715789932
1.5,8.1725,-0.0357730807431296
1.5,8.22,-0.0365308964165311
1.5,8.2675,-0.0373055646203218
1.5,8.315,-0.0380974390578502
1.5,8.3625,-0.0389068813270263
1.5,8.41,-0.0397342611387066
1.5,8.4575,-0.0405799565411588
1.5,8.505,-0.0414443541509184
1.5,8.5525,-0.0423278493901005
1.5,8.6,-0.0432308467304757
1.5,8.6475,-0.0441537599443992
1.5,8.695,-0.0450970123628919
1.5,8.7425,-0.0460610371410222
1.5,8.79,-0.0470462775308254
1.5,8.8375,-0.0480531871619975
1.5,8.885,-0.0490822303305892
1.5,8.9325,-0.0501338822959491
1.5,8.98,-0.0512086295861083
1.5,9.0275,-0.0523069703120122
1.5,9.075,-0.0534294144906719
1.5,9.1225,-0.0545764843777077
1.5,9.17,-0.0557487148094215
1.5,9.2175,-0.0569466535547903
1.5,9.265,-0.0581708616777022
1.5,9.3125,-0.0594219139096826
1.5,9.36,-0.0607003990335582
1.5,9.4075,-0.0620069202783432
1.5,9.455,-0.063342095725769
1.5,9.5025,-0.0647065587288246
1.5,9.55,-0.0661009583427397
1.5,9.5975,-0.0675259597688645
1.5,9.645,-0.0689822448118593
1.5,9.6925,-0.0704705123507509
1.5,9.74,-0.0719914788242907
1.5,9.7875,-0.073545878731231
1.5,9.835,-0.0751344651460874
1.5,9.8825,-0.0767580102509517
1.5,9.93,-0.0784173058840838
1.5,9.9775,-0.0801131641059636
1.5,10.025,-0.0818464177835141
1.5,10.0725,-0.0836179211933859
1.5,10.12,-0.0854285506450884
1.5,10.1675,-0.0872792051249606
1.5,10.215,-0.0891708069619624
1.5,10.2625,-0.091104302516386
1.5,10.31,-0.093080662892661
1.5,10.3575,-0.0951008846775365
1.5,10.405,-0.0971659907050509
1.5,10.4525,-0.0992770308497334
1.5,10.5,-0.101435082849814
1.5,10.5475,-0.103641253162098
1.5,10.595,-0.105896677850559
1.5,10.6425,-0.108202523510819
1.5,10.69,-0.110559988232808
1.5,10.7375,-0.11297030260423
1.5,10.785,-0.11543473075769
1.5,10.8325,-0.117954571464616
1.5,10.88,-0.120531159279342
1.5,10.9275,-0.123165865737246
1.5,10.975,-0.125860100611002
1.5,11.0225,-0.128615313229651
1.5,11.07,-0.131432993865479
1.5,11.1175,-0.134314675194318
1.5,11.165,-0.137261933835457
1.5,11.2125,-0.140276391977985
1.5,11.26,-0.143359719101014
1.5,11.3075,-0.146513633796194
1.5,11.355,-0.149739905701586
1.5,11.4025,-0.153040357557083
1.5,11.45,-0.156416867392506
1.5,11.4975,-0.159871370860714
1.5,11.545,-0.16340586372932
1.5,11.5925,-0.167022404545981
1.5,11.64,-0.170723117493823
1.5,11.6875,-0.174510195455147
1.5,11.735,-0.178385903303446
1.5,11.7825,-0.182352581445788
1.5,11.83,-0.186412649639728
1.5,11.8775,-0.190568611111339
1.5,11.925,-0.194823057003498
1.5,11.9725,-0.199178671186355
1.5,12.02,-0.20363823546493
1.5,12.0675,-0.20820463522199
1.5,12.115,-0.212880865537894
1.5,12.1625,-0.217670037832722
1.5,12.21,-0.222575387080102
1.5,12.2575,-0.227600279646253
1.5,12.305,-0.232748221812264
1.5,12.3525,-0.238022869042299
1.5,12.4,-0.243428036065361
1.5,12.4475,-0.248967707843264
1.5,12.495,-0.254646051502756
1.5,12.5425,-0.260467429315101
1.5,12.59,-0.266436412811815
1.5,12.6375,-0.272557798130688
1.5,12.685,-0.278836622691583
1.5,12.7325,-0.28527818330617
1.5,12.78,-0.291888055833407
1.5,12.8275,-0.298672116488572
1.5,12.875,-0.30563656493258
1.5,12.9225,-0.312787949254307
1.5,12.97,-0.320133192973228
1.5,13.0175,-0.327679624185056
1.5,13.065,-0.335435006974169
1.5,13.1125,-0.343407575214399
1.5,13.16,-0.351606068875963
1.5,13.2075,-0.36003977295039
1.5,13.255,-0.368718559096901
1.5,13.3025,-0.377652930102938
1.5,13.35,-0.386854067237753
1.5,13.3975,-0.396333880561541
1.5,13.445,-0.4061050622328
1.5,13.4925,-0.41618114283425
1.5,13.54,-0.426576550711916
1.5,13.5875,-0.43730667429401
1.5,13.635,-0.44838792732579
1.5,13.6825,-0.459837816924638
1.5,13.73,-0.471675014326808
1.5,13.7775,-0.483919428164964
1.5,13.825,-0.496592280084699
1.5,13.8725,-0.50971618248117
1.5,13.92,-0.523315218114705
1.5,13.9675,-0.537415021350235
1.5,14.015,-0.552042860761293
1.5,14.0625,-0.56722772284897
1.5,14.11,-0.583000396652105
1.5,14.1575,-0.599393559071455
1.5,14.205,-0.616441860800714
1.5,14.2525,-0.634182012855887
1.5,14.3,-0.65265287382503
1.5,14.3475,-0.671895538128407
1.5,14.395,-0.691953425788348
1.5,14.4425,-0.712872374464769
1.5,14.49,-0.734700734821659
1.5,14.5375,-0.757489470659175
1.5,14.585,-0.781292265683143
1.5,14.6325,-0.806165639299816
1.5,14.68,-0.832169074431837
1.5,14.7275,-0.859365161069978
1.5,14.775,-0.887819760129203
1.5,14.8225,-0.917602193200276
1.5,14.87,-0.948785465026065
1.5,14.9175,-0.981446527048127
1.5,14.965,-1.01566659225156
1.5,15.0125,-1.05153151390427
1.5,15.06,-1.08913224380689
1.5,15.1075,-1.1285653895714
1.5,15.155,-1.1699338955488
1.5,15.2025,-1.21334787877901
1.5,15.25,-1.25892566037046
1.5,15.2975,-1.30679504493859
1.5,15.345,-1.35709491744109
1.5,15.3925,-1.40997724984693
1.5,15.44,-1.46560964237043
1.5,15.4875,-1.52417856970298
1.5,15.535,-1.58589356818168
1.5,15.5825,-1.65099269504174
1.5,15.63,-1.71974973136102
1.5,15.6775,-1.79248381092684
1.5,15.725,-1.86957247870591
1.5,15.7725,-1.95146968269736
1.5,15.82,-2.03873099737036
1.5,15.8675,-2.13204966776896
1.5,15.915,-2.23230921282963
1.5,15.9625,-2.34066200192294
1.5,16.01,-2.45864968136587
1.5,16.0575,-2.5883930302759
1.5,16.105,-2.73290063237985
1.5,16.1525,-2.89658739014794
1.5,16.2,-3.0861741728033
1.5,16.2475,-3.31228882597771
1.5,16.295,-3.59230669261861
1.5,16.3425,-3.95482047972183
1.5,16.39,-4.4415592140245
1.5,16.4375,-5.06350559099419
1.5,16.485,-5.47466158368639
1.5,16.5325,-4.66461053152426
1.5,16.58,-3.42428051204406
1.5,16.6275,-2.94910011085417
1.5,16.675,-2.92776607466231
1.5,16.7225,-3.05953274772628
1.5,16.77,-3.23845928026707
1.5,16.8175,-3.43172479192532
1.5,16.865,-3.62941534899801
1.5,16.9125,-3.82892401775532
1.5,16.96,-4.03004509582669
1.5,17.0075,-4.2333516547255
1.5,17.055,-4.43964466457556
1.5,17.1025,-4.64977656219347
1.5,17.15,-4.8646166093327
1.5,17.1975,-5.08507966991318
1.5,17.245,-5.3121976260288
1.5,17.2925,-5.54724070121405
1.5,17.34,-5.7919198980075
1.5,17.3875,-6.04873763030902
1.5,17.435,-6.32162304311254
1.5,17.4825,-6.61713485066733
1.5,17.53,-6.94683211923796
1.5,17.5775,-7.33208780890012
1.5,17.625,-7.81381521393862
1.5,17.6725,-8.46966191681096
1.5,17.72,-9.42280253428669
1.5,17.7675,-10.6812672691423
1.5,17.815,-17.7020380491636
1.5,17.8625,-12.856027869175
1.5,17.91,-12.0364798424553
1.5,17.9575,-11.5112102066645
1.5,18.005,-11.2728349295826
1.5,18.0525,-11.2243610815378
1.5,18.1,-11.2903212587193
1.5,18.1475,-11.4242834897581
1.5,18.195,-11.5980154463012
1.5,18.2425,-11.7934454388041
1.5,18.29,-11.9981107797016
1.5,18.3375,-12.2027061725368
1.5,18.385,-12.3997773055191
1.5,18.4325,-12.58304297547
1.5,18.48,-12.7470752752604
1.5,18.5275,-12.8871904232908
1.5,18.575,-12.999461471345
1.5,18.6225,-13.0807914392711
1.5,18.67,-13.1289992287522
1.5,18.7175,-13.1428807495784
1.5,18.765,-13.1222189111142
1.5,18.8125,-13.0677296645945
1.5,18.86,-12.9809455890113
1.5,18.9075,-12.8640507288689
1.5,18.955,-12.7196879472066
1.5,19.0025,-12.5507618879384
1.5,19.05,-12.3602574824927
1.5,19.0975,-12.1510877460075
1.5,19.145,-11.9259776221454
1.5,19.1925,-11.6873845835764
1.5,19.24,-11.4374524719707
1.5,19.2875,-11.1779928004577
1.5,19.335,-10.9104870979007
1.5,19.3825,-10.6361043172111
1.5,19.43,-10.3557283563185
1.5,19.4775,-10.069991960401
1.5,19.525,-9.77931444601533
1.5,19.5725,-9.48394167917199
1.5,19.62,-9.18398750024117
1.5,19.6675,-8.87947631234927
1.5,19.715,-8.5703868504992
1.5,19.7625,-8.25669724468429
1.5,19.81,-7.93843139799498
1.5,19.8575,-7.6157064324533
1.5,19.905,-7.28878052206618
1.5,19.9525,-6.95809984968886
1.5,20,-6.62434271936474
3,1,-0.000663957303484773
3,1.0475,-0.000706921448798179
3,1.095,-0.000751841539601028
3,1.1425,-0.000798712454354512
3,1.19,-0.000847528841073578
3,1.2375,-0.000898285117146654
3,1.285,-0.000950975469263603
3,1.3325,-0.00100559385333426
3,1.38,-0.00106213399457211
3,1.4275,-0.00112058938758015
3,1.475,-0.00118095329660002
3,1.5225,-0.00124321875582592
3,1.57,-0.00130737856985492
3,1.6175,-0.00137342531427633
3,1.665,-0.00144135133640419
3,1.7125,-0.00151114875616918
3,1.76,-0.00158280946721055
3,1.8075,-0.00165632513811883
3,1.855,-0.00173168721395866
3,1.9025,-0.00180888691797531
3,1.95,-0.00188791525357839
3,1.9975,-0.00196876300657492
3,2.045,-0.00205142074777038
3,2.0925,-0.00213587883578154
3,2.14,-0.00222212742031284
3,2.1875,-0.00231015644572853
3,2.235,-0.00239995565507982
3,2.2825,-0.00249151459451667
3,2.33,-0.00258482261821437
3,2.3775,-0.00267986889376411
3,2.425,-0.0027766424081286
3,2.4725,-0.0028751319741515
3,2.52,-0.00297532623765137
3,2.5675,-0.00307721368524806
3,2.615,-0.00318078265278247
3,2.6625,-0.00328602133457119
3,2.71,-0.00339291779337148
3,2.7575,-0.00350145997124977
3,2.805,-0.0036116357012997
3,2.8525,-0.00372343272030449
3,2.9,-0.00383683868244683
3,2.9475,-0.00395184117402704
3,2.995,-0.00406842772932463
3,3.0425,-0.00418658584767874
3,3.09,-0.00430630301179148
3,3.1375,-0.00442756670736429
3,3.185,-0.00455036444415158
3,3.2325,-0.00467468377848385
3,3.28,-0.00480051233734165
3,3.3275,-0.00492783784407797
3,3.375,-0.00505664814584351
3,3.4225,-0.00518693124285194
3,3.47,-0.00531867531950291
3,3.5175,-0.00545186877750973
3,3.565,-0.0055865002711315
3,3.6125,-0.00572255874452727
3,3.66,-0.00586003347144304
3,3.7075,-0.0059989140972127
3,3.755,-0.00613919068326326
3,3.8025,-0.0062808537541886
3,3.85,-0.00642389434747712
3,3.8975,-0.00656830406599775
3,3.945,-0.00671407513338505
3,3.9925,-0.00686120045235064
3,4.04,-0.00700967366606245
3,4.0875,-0.00715948922266971
3,4.135,-0.00731064244304059
3,4.1825,-0.00746312959180104
3,4.23,-0.00761694795178741
3,4.2775,-0.00777209590186516
3,4.325,-0.00792857299829202
3,4.3725,-0.00808638005954405
3,4.42,-0.00824551925472625
3,4.4675,-0.00840599419547939
3,4.515,-0.00856781003142443
3,4.5625,-0.00873097354904993
3,4.61,-0.00889549327401297
3,4.6575,-0.00906137957666941
3,4.705,-0.0092286447807868
3,4.7525,-0.00939730327510976
3,4.8,-0.00956737162763381
3,4.8475,-0.00973886870222279
3,4.895,-0.00991181577717174
3,4.9425,-0.0100862366653089
3,4.99,-0.0102621578349842
3,5.0375,-0.0104396085313339
3,5.085,-0.0106186208970382
3,5.1325,-0.010799230091556
3,5.18,-0.0109814744077771
3,5.2275,-0.0111653953847413
3,5.275,-0.0113510379149304
3,5.3225,-0.0115384503442372
3,5.37,-0.0117276845624976
3,5.4175,-0.011918796082143
3,5.465,-0.0121118441018551
3,5.5125,-0.0123068915518584
3,5.56,-0.0125040051166585
3,5.6075,-0.0127032552303147
3,5.655,-0.0129047160384532
3,5.7025,-0.0131084653200732
3,5.75,-0.0133145843608485
3,5.7975,-0.0135231577679928
3,5.845,-0.0137342732146189
3,5.8925,-0.0139480210991704
3,5.94,-0.0141644941021219
3,5.9875,-0.0143837866183799
3,6.035,-0.0146059940388006
3,6.0825,-0.0148312118478583
3,6.13,-0.0150595344965765
3,6.1775,-0.0152910539993988
3,6.225,-0.0155258581903808
3,6.2725,-0.0157640285565449
3,6.32,-0.0160056375434111
3,6.3675,-0.0162507451971865
3,6.415,-0.0164993949675538
3,6.4625,-0.0167516084399948
3,6.51,-0.0170073786917933
3,6.5575,-0.0172666618626795
3,6.605,-0.017529366387356
3,6.6525,-0.0177953391342941
3,6.7,-0.0180643474055706
3,6.7475,-0.0183360553326559
3,6.795,-0.0186099925858988
3,6.8425,-0.0188855123935424
3,6.89,-0.0191617344652634
3,6.9375,-0.0194374662486198
3,6.985,-0.019711092531683
3,7.0325,-0.0199804179169708
3,7.08,-0.0202424377032637
3,7.1275,-0.0204929977400496
3,7.175,-0.0207262786244325
3,7.2225,-0.020933997513981
3,7.27,-0.0211041544688536
3,7.3175,-0.0212190701070793
3,7.365,-0.0212525143205008
3,7.4125,-0.0211669386667438
3,7.46,-0.0209214041832723
3,7.5075,-0.02058065584683
3,7.555,-0.0215658617706452
3,7.6025,-0.0509097733988949
3,7.65,-0.0809933878177909
3,7.6975,-0.0486279219788597
3,7.745,-0.0405296842039249
3,7.7925,-0.0376032440026954
3,7.84,-0.0363886115717304
3,7.8875,-0.035937321679936
3,7.935,-0.0358976655503713
3,7.9825,-0.036112524552529
3,8.03,-0.0365027660357114
3,8.0775,-0.037025423797891
3,8.125,-0.037656317724107
3,8.1725,-0.0383820375775728
3,8.22,-0.0391959853269201
3,8.2675,-0.0400963740128055
3,8.315,-0.0410852799016583
3,8.3625,-0.0421683485358046
3,8.41,-0.0433549971287368
3,8.4575,-0.0446590988759678
3,8.505,-0.0461002537220352
3,8.5525,-0.0477058949223116
3,8.6,-0.0495147100359956
3,8.6475,-0.051582272243529
3,8.695,-0.0539906023923108
3,8.7425,-0.0568651258800305
3,8.79,-0.0604064476053383
3,8.8375,-0.0649541303869339
3,8.885,-0.0711262744911491
3,8.9325,-0.0801610089073172
3,8.98,-0.0948862796525813
3,9.0275,-0.123118321316337
3,9.075,-0.194063104419418
3,9.1225,-0.49113809383903
3,9.17,-1.34057748806464
3,9.2175,-0.255404407074677
3,9.265,-0.117113256889369
3,9.3125,-0.10072980143831
3,9.36,-0.12871020003152
3,9.4075,-0.283423148793951
3,9.455,-1.09752656871685
3,9.5025,-0.288289472181125
3,9.55,-0.124992730904065
3,9.5975,-0.0891463979195988
3,9.645,-0.0771239880274547
3,9.6925,-0.0724104775852711
3,9.74,-0.0706566252745629
3,9.7875,-0.0703317956018123
3,9.835,-0.0707883592603916
3,9.8825,-0.0717153439368783
3,9.93,-0.07294916285908
3,9.9775,-0.0743977420809765
3,10.025,-0.0760065867281364
3,10.0725,-0.0777422557244268
3,10.12,-0.079583749048271
3,10.1675,-0.0815177653392209
3,10.215,-0.0835359714510493
3,10.2625,-0.0856333734251688
3,10.31,-0.0878073184383523
3,10.3575,-0.090056873657663
3,10.405,-0.0923824397890642
3,10.4525,-0.0947855176219635
3,10.5,-0.0972685801103006
3,10.5475,-0.0998350228980707
3,10.595,-0.10248917914489
3,10.6425,-0.105236393595573
3,10.69,-0.10808315821348
3,10.7375,-0.111037318868784
3,10.785,-0.114108370878632
3,10.8325,-0.11730787217212
3,10.88,-0.12065001865441
3,10.9275,-0.124152450359352
3,10.975,-0.127837394909354
3,11.0225,-0.131733316653981
3,11.07,-0.135877343870005
3,11.1175,-0.140318927016968
3,11.165,-0.145125505878232
3,11.2125,-0.150391571102283
3,11.26,-0.156253694567575
3,11.3075,-0.162916552264826
3,11.355,-0.170700322359173
3,11.4025,-0.180132432182977
3,11.45,-0.192138855110734
3,11.4975,-0.208481756690194
3,11.545,-0.232887061528312
3,11.5925,-0.274441597982086
3,11.64,-0.360210418442169
3,11.6875,-0.595025082549538
3,11.735,-1.28920187966969
3,11.7825,-0.816484055851903
3,11.83,-0.345723198646791
3,11.8775,-0.23821478785089
3,11.925,-0.207599066001122
3,11.9725,-0.198425005000133
3,12.02,-0.197020941768197
3,12.0675,-0.198993714721899
3,12.115,-0.202648584604048
3,12.1625,-0.207243117846597
3,12.21,-0.212421305025707
3,12.2575,-0.218001185735716
3,12.305,-0.223885774768665
3,12.3525,-0.230022318417218
3,12.4,-0.236382319642576
3,12.4475,-0.242951175863075
3,12.495,-0.249722545863414
3,12.5425,-0.256695164910071
3,12.59,-0.263870982976393
3,12.6375,-0.271254044667808
3,12.685,-0.278849798092858
3,12.7325,-0.286664658458009
3,12.78,-0.294705726309757
3,12.8275,-0.302980601349813
3,12.875,-0.311497256108785
3,12.9225,-0.320263947397519
3,12.97,-0.329289151641116
3,13.0175,-0.338581515194892
3,13.065,-0.348149813877899
3,13.1125,-0.358002917967132
3,13.16,-0.368149760219675
3,13.2075,-0.378599305393801
3,13.255,-0.389360520386346
3,13.3025,-0.400442344593872
3,13.35,-0.411853660504486
3,13.3975,-0.423603264876437
3,13.445,-0.435699841186135
3,13.4925,-0.448151934347809
3,13.54,-0.460967929028627
3,13.5875,-0.474156033209085
3,13.635,-0.487724268966716
3,13.6825,-0.501680472782909
3,13.73,-0.516032307975524
3,13.7775,-0.530787292126458
3,13.825,-0.545952842580131
3,13.8725,-0.561536343210708
3,13.92,-0.577545235663435
3,13.9675,-0.593987138138987
3,14.015,-0.610869994482019
3,14.0625,-0.628202255833411
3,14.11,-0.645993096397029
3,14.1575,-0.66425266395682
3,14.205,-0.682992364676531
3,14.2525,-0.702225180462368
3,14.3,-0.721966015829821
3,14.3475,-0.742232069876217
3,14.395,-0.76304322772475
3,14.4425,-0.784422464793901
3,14.49,-0.806396256582561
3,14.5375,-0.828994986465373
3,14.585,-0.85225334436527
3,14.6325,-0.876210710184367
3,14.68,-0.900911517563366
3,14.7275,-0.926405595898635
3,14.775,-0.952748491527918
3,14.8225,-0.980001772526222
3,14.87,-1.00823332554468
3,14.9175,-1.03751765749931
3,14.965,-1.06793621963508
3,15.0125,-1.0995777765841
3,15.06,-1.13253884864317
3,15.1075,-1.16692426189678
3,15.155,-1.20284784848347
3,15.2025,-1.24043334897687
3,15.25,-1.27981558160586
3,15.2975,-1.32114196043247
3,15.345,-1.36457446890712
3,15.3925,-1.4102922297475
3,15.44,-1.45849486178673
3,15.4875,-1.50940688681844
3,15.535,-1.56328355617145
3,15.5825,-1.62041862619136
3,15.63,-1.6811548537509
3,15.6775,-1.74589835652291
3,15.725,-1.81513857117046
3,15.7725,-1.88947648998764
3,15.82,-1.96966541965959
3,15.8675,-2.05667115587312
3,15.915,-2.15176309733279
3,15.9625,-2.25665618469229
3,16.01,-2.37373921703046
3,16.0575,-2.5064556590605
3,16.105,-2.65996531404792
3,16.1525,-2.8423479291481
3,16.2,-3.06690448174634
3,16.2475,-3.3567793402008
3,16.295,-3.75453183119903
3,16.3425,-4.34059812710586
3,16.39,-5.24469578816393
3,16.4375,-6.37322072408559
3,16.485,-6.05719400875826
3,16.5325,-4.15863610042982
3,16.58,-3.14587777654253
3,16.6275,-2.86540592146663
3,16.675,-2.86355339401144
3,16.7225,-2.96286883019692
3,16.77,-3.1023694602816
3,16.8175,-3.2601168635507
3,16.865,-3.42779792418711
3,16.9125,-3.60222723575168
3,16.96,-3.78228059770294
3,17.0075,-3.96770094430751
3,17.055,-4.15860335047921
3,17.1025,-4.35526068911751
3,17.15,-4.55800992087273
3,17.1975,-4.76721498650392
3,17.245,-4.98326161251948
3,17.2925,-5.20657888752755
3,17.34,-5.43769776574607
3,17.3875,-5.67737891125464
3,17.435,-5.92688961596753
3,17.4825,-6.18862772544812
3,17.53,-6.46761693077735
3,17.5775,-6.77539252559906
3,17.625,-7.14118053098142
3,17.6725,-7.6481762065894
3,17.72,-8.56475152122939
3,17.7675,-10.7630350005979
3,17.815,-14.7154412886754
3,17.8625,-13.8166306087456
3,17.91,-12.0943276025715
3,17.9575,-11.4414104559569
3,18.005,-11.2814783691897
3,18.0525,-11.3438995572952
3,18.1,-11.5171919880958
3,18.1475,-11.7493055196568
3,18.195,-12.0120195059623
3,18.2425,-12.2874892971074
3,18.29,-12.5626538181294
3,18.3375,-12.8267546431409
3,18.385,-13.0702542817249
3,18.4325,-13.2844773016023
3,18.48,-13.4616701643269
3,18.5275,-13.5953035729917
3,18.575,-13.6804745738895
3,18.6225,-13.7142720791959
3,18.67,-13.6959863312449
3,18.7175,-13.6270865874814
3,18.765,-13.5109565289818
3,18.8125,-13.3524416474999
3,18.86,-13.1573033292446
3,18.9075,-12.9316795327213
3,18.955,-12.6816280211125
3,19.0025,-12.4127913162124
3,19.05,-12.1301885547309
3,19.0975,-11.8381168355925
3,19.145,-11.5401346107207
3,19.1925,-11.2390990178428
3,19.24,-10.9372335429151
3,19.2875,-10.6362086253495
3,19.335,-10.337223743495
3,19.3825,-10.0410842547871
3,19.43,-9.74826964793305
3,19.4775,-9.45899207323759
3,19.525,-9.17324534096701
3,19.5725,-8.89084529513864
3,19.62,-8.61146280406935
3,19.6675,-8.33465071974981
3,19.715,-8.05986615294487
3,19.7625,-7.78648935748427
3,19.81,-7.51384045547191
3,19.8575,-7.24119518653019
3,19.905,-6.96780083763822
3,19.9525,-6.69289350560151
3,20,-6.41571785424318
